quote,author,book
"Our vanity, our self-love, promotes the cult of the genius, Nietzsche said. For if we think of genius as something magical, we are not obliged to compare ourselves and find ourselves lacking.... To call someone divine means: here there is no need to compete.
","Angela Duckworth,
",Grit: The Power of Passion and Perseverance
"When I am around people, Kat wrote, my heart and soul radiate with the awareness that I am in the presence of greatness. Maybe greatness unfound, or greatness underdeveloped, but the potential or existence of greatness nevertheless. You never know who will go on to do good or even great things or become the next great influencer in the worldso treat everyone like they are that person.
","Angela Duckworth,
",Grit: The Power of Passion and Perseverance
"Without effort, your skill is nothing more than what you could have done but didnt. With
","Angela Duckworth,
",Grit: The Power of Passion and Perseverance
"A reliable way to make people believe in falsehoods is frequent repetition, because familiarity is not easily distinguished from truth. Authoritarian institutions and marketers have always known this fact.
","Daniel Kahneman,
","Thinking, Fast and Slow"
"Nothing in life is as important as you think it is, while you are thinking about it
","Daniel Kahneman,
","Thinking, Fast and Slow"
"Our comforting conviction that the world makes sense rests on a secure foundation: our almost unlimited ability to ignore our ignorance.
","Daniel Kahneman,
","Thinking, Fast and Slow"
"Intelligence is not only the ability to reason; it is also the ability to find relevant material in memory and to deploy attention when needed.
","Daniel Kahneman,
","Thinking, Fast and Slow"
"The psychologist, Paul Rozin, an expert on disgust, observed that a single cockroach will completely wreck the appeal of a bowl of cherries, but a cherry will do nothing at all for a bowl of cockroaches.
","Daniel Kahneman,
","Thinking, Fast and Slow"
"If you care about being thought credible and intelligent, do not use complex language where simpler language will do.
","Daniel Kahneman,
","Thinking, Fast and Slow"
"The idea that the future is unpredictable is undermined every day by the ease with which the past is explained.
","Daniel Kahneman,
","Thinking, Fast and Slow"
"Odd as it may seem, I am my remembering self, and the experiencing self, who does my living, is like a stranger to me.
","Daniel Kahneman,
","Thinking, Fast and Slow"
"This is the essence of intuitive heuristics: when faced with a difficult question, we often answer an easier one instead, usually without noticing the substitution.
","Daniel Kahneman,
","Thinking, Fast and Slow"
A general law of least effort applies to cognitive as well as physical,"Daniel Kahneman,
","Thinking, Fast and Slow"
"The confidence that individuals have in their beliefs depends mostly on the quality of the story they can tell about what they see, even if they see little.
","Daniel Kahneman,
","Thinking, Fast and Slow"
"We are prone to overestimate how much we understand about the world and to underestimate the role of chance in events.
","Daniel Kahneman,
","Thinking, Fast and Slow"
"I have always believed that scientific research is another domain where a form of optimism is essential to success: I have yet to meet a successful scientist who lacks the ability to exaggerate the importance of what he or she is doing, and I believe that someone who lacks a delusional sense of significance will wilt in the face of repeated experiences of multiple small failures and rare successes, the fate of most researchers.
","Daniel Kahneman,
","Thinking, Fast and Slow"
"A reliable way of making people believe in falsehoods is frequent repetition, because familiarity is not easily distinguished from truth.
","Daniel Kahneman,
","Thinking, Fast and Slow"
"we can be blind to the obvious, and we are also blind to our blindness.
","Daniel Kahneman,
","Thinking, Fast and Slow"
"The world makes much less sense than you think. The coherence comes mostly from the way your mind works.
","Daniel Kahneman,
","Thinking, Fast and Slow"
"You are more likely to learn something by finding surprises in your own behavior than by hearing surprising facts about people in general.
","Daniel Kahneman,
","Thinking, Fast and Slow"
"Mood evidently affects the operation of System 1: when we are uncomfortable and unhappy, we lose touch with our intuition.","Daniel Kahneman,
","Thinking, Fast and Slow"
"The easiest way to increase happiness is to control your use of time. Can you find more time to do the things you enjoy doing?
","Daniel Kahneman,
","Thinking, Fast and Slow"
"Familiarity breeds liking.
","Daniel Kahneman,
","Thinking, Fast and Slow"
"The illusion that we understand the past fosters overconfidence in our ability to predict the future.
","Daniel Kahneman,
","Thinking, Fast and Slow"
"Confidence is a feeling, which reflects the coherence of the information and the cognitive ease of processing it. It is wise to take admissions of uncertainty seriously, but declarations of high confidence mainly tell you that an individual has constructed a coherent story in his mind, not necessarily that the story is true.
","Daniel Kahneman,
","Thinking, Fast and Slow"
"Nothing in life is as important as you think it is when you are thinking about it.
","Daniel Kahneman,
","Thinking, Fast and Slow"
"The test of learning psychology is whether your understanding of situations you encounter has changed, not whether you have learned a new fact.
","Daniel Kahneman,
","Thinking, Fast and Slow"
"acquisition of skills requires a regular environment, an adequate opportunity to practice, and rapid and unequivocal feedback about the correctness of thoughts and actions.
","Daniel Kahneman,
","Thinking, Fast and Slow"
People tend to assess the relative importance of,"Daniel Kahneman,
","Thinking, Fast and Slow"
"Because we tend to be nice to other people when they please us and nasty when they do not, we are statistically punished for being nice and rewarded for being nasty.
","Daniel Kahneman,
","Thinking, Fast and Slow"
"The premise of this book is that it is easier to recognize other peoples mistakes than our own.
","Daniel Kahneman,
","Thinking, Fast and Slow"
"We are prone to blame decision makers for good decisions that worked out badly and to give them too little credit for successful moves that appear obvious only after the fact.
","Daniel Kahneman,
","Thinking, Fast and Slow"
"We focus on our goal, anchor on our plan, and neglect relevant base rates, exposing ourselves to the planning fallacy. We focus on what we want to do and can do, neglecting the plans and skills of others. Both in explaining the past and in predicting the future, we focus on the causal role of skill and neglect the role of luck. We are therefore prone to an illusion of control. We focus on what we know and neglect what we do not know, which makes us overly confident in our beliefs.
","Daniel Kahneman,
","Thinking, Fast and Slow"
